,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year

18863,Fast Crimes,Simon Wood,16154.0,44.94,8.72,1.99,0.56,1.43,[],2019.0

18913,"The Astonishing Life of Octavian Nothing, Volume 2: The Kingdom on the Waves",M. T. Anderson,120013.0,50.03,5.83,2.48,0.62,1.86,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Teen', 'War', 'American Revolution']",2008.0

18934,Pawn,Timothy Zahn,98204.0,44.15,8.57,3.55,1.63,1.93,"['Science Fiction', 'Fiction', 'Space Opera', 'Aliens', 'Adventure', 'Audiobook', 'Science Fiction Fantasy']",2017.0

18938,Nobody's Fool,Michael Anderle,24750.0,55.81,7.26,2.12,0.76,1.36,['Science Fiction'],2018.0

18951,Hasty for the Dark,Adam L. G. Nevill,65104.0,69.38,6.54,2.68,0.98,1.7,"['Horror', 'Short Stories', 'Fiction', 'Anthologies', 'British Literature', 'Thriller', 'Supernatural']",2017.0

18952,Payback,Mary Gordon,92799.0,44.97,9.54,2.85,0.87,1.98,"['Fiction', 'Historical Fiction', 'Drama', 'Contemporary', 'Adult']",2020.0

18971,First to Die,Alex Caan,85424.0,32.02,10.43,3.25,1.1,2.16,[],

18980,The Soul Healer,B. Groves,110308.0,41.4,7.27,1.72,0.27,1.45,[],2019.0

19003,Sticks and Stones,Jo Jakeman,95232.0,44.13,9.86,2.45,0.67,1.78,"['Thriller', 'Fiction', 'Suspense', 'Psychological Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook']",2018.0

19006,Visitors,Orson Scott Card,153556.0,30.56,10.03,3.72,0.98,2.74,"['Fantasy', 'Science Fiction', 'Fiction', 'Young Adult', 'Time Travel', 'Audiobook', 'Science Fiction Fantasy']",2014.0

19025,Hang Loose,Gardner Francis Fox,33402.0,42.15,8.63,4.12,1.75,2.36,[],1975.0

19026,Outspoken,Amy Richie,26289.0,41.88,10.24,3.78,1.4,2.38,[],2014.0

19033,Haven,Dima Zales & Anna Zaires,62087.0,46.62,7.68,3.14,1.14,2.0,"['Science Fiction', 'Dystopia', 'Young Adult', 'Fiction', 'Fantasy']",2016.0

19036,Sue Welfare,Losing Leah,76885.0,44.07,9.18,3.15,1.02,2.13,[],

19042,The Hardy Boys: The Disappearing Floor,Franklin W. Dixon,34192.0,53.02,6.93,2.95,1.21,1.75,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'Detective']",1940.0

19051,A New World Order,S. E. Smith,52624.0,54.03,6.96,2.12,0.91,1.21,"['Audiobook', 'Fantasy', 'Dystopia']",2018.0

19057,Demon's Legacy,N. P. Martin,60929.0,46.94,8.1,3.41,1.14,2.27,"['Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Demons', 'Magic', 'Dark Fantasy']",2014.0

19103,The Machine,Tim Heath,81772.0,21.25,10.52,3.59,1.28,2.31,[],2018.0

19107,The Hardy Boys: Mystery With a Dangerous Be,Franklin W. Dixon,30711.0,49.56,6.72,2.6,1.08,1.52,[],

19117,The Undying Kingdom,Matt James,134090.0,49.05,8.62,2.93,1.17,1.76,[],2022.0

19119,Enter the Aardvark,Jessica Antony,46749.0,60.61,6.78,3.26,1.36,1.9,[],

19155,Faery,Nikki Broadwell,66900.0,46.9,9.07,2.66,0.87,1.8,[],2016.0

19166,Herculine Barbin,Michel Foucault,56781.0,31.05,8.19,3.34,1.28,2.06,"['Nonfiction', 'History', 'Queer', 'Biography', 'Memoir', 'Philosophy', 'LGBT']",1978.0

19174,Dark City,Christopher M. Colavito,57606.0,32.14,10.46,2.56,0.74,1.82,"['Crime', 'Fiction', 'Amazon', 'Mystery']",2015.0

19184,The Wickeds,Gayle Forman,6976.0,50.95,7.41,2.39,0.72,1.68,"['Fantasy', 'Short Stories', 'Fiction', 'Retellings', 'Young Adult', 'Audiobook', 'Fairy Tales']",2020.0

19186,The Ink Master's Silence,C. J. Archer,95148.0,37.23,8.85,2.93,0.9,2.03,"['Fantasy', 'Mystery', 'Romance', 'Historical Fiction', 'Fiction', 'Historical', 'Magic']",2018.0

19195,Finding God In the Waves,Mike McHargue,67387.0,27.81,7.88,2.73,0.92,1.8,"['Nonfiction', 'Religion', 'Spirituality', 'Science', 'Theology', 'Christian', 'Faith']",2016.0

19200,Forgotten,Faye Kellerman,119127.0,42.02,9.78,2.87,0.85,2.02,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Jewish', 'Suspense']",2001.0

19213,Resist,M. Van,80780.0,39.35,8.07,1.96,0.65,1.31,['Nonfiction'],2017.0

19224,A Blade and a Ring,D. K. Holmberg,87164.0,27.87,10.72,2.92,1.01,1.92,['Fantasy'],2022.0

19232,In The Dark,Cara Hunter,99830.0,38.99,9.95,3.54,1.25,2.29,"['Crime', 'Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook']",2019.0

19246,Damnation,Pater Beck,129979.0,61.99,7.24,2.67,1.17,1.5,[],

19249,Missing,Dee Henderson,34801.0,36.53,9.05,2.53,0.86,1.67,"['Mystery', 'Christian Fiction', 'Fiction', 'Suspense', 'Christian', 'Novella', 'Romance']",2016.0

19284,Blood of My Kin,C. G. Cooper,56261.0,42.48,8.31,2.65,0.7,1.94,[],2020.0

19299,Cinderella Must Die,W. R. Gingell,105863.0,30.77,10.62,4.81,2.07,2.74,"['Fantasy', 'Retellings', 'Fairy Tale Retellings', 'Fairy Tales', 'Cinderella', 'Mystery']",2022.0

19303,Lost in Time,Ken Johns,82883.0,46.21,7.52,2.3,0.74,1.56,[],2018.0

19320,Songbirds,Christy Lefteri,86041.0,62.57,7.77,2.82,0.79,2.03,"['Fiction', 'Historical Fiction', 'Mystery', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Historical']",2021.0

19355,Cursed,Christopher G. Nuttall,120890.0,33.41,11.17,3.42,1.46,1.96,"['Science Fiction', 'Space Opera', 'Military Fiction', 'Fiction', 'Military Science Fiction', 'Space', 'Adult']",2017.0

19366,After Life,Andrew Neiderman,67768.0,43.47,8.23,3.86,1.62,2.24,"['Horror', 'Fiction', 'Mystery', 'Fantasy']",1993.0

19374,Countdown,Carey Baldwin,77834.0,41.77,8.8,2.77,0.89,1.88,"['Mystery', 'Romantic Suspense', 'Contemporary', 'Suspense']",2017.0

19377,Wrecked,Mary Anna Evans,90708.0,45.18,9.43,3.08,0.94,2.14,"['Mystery', 'Mystery Thriller', 'Archaeology']",2020.0

19378,Goosebumps: The Ghost Next Door,R. L. Stine,19977.0,71.25,6.21,3.09,1.41,1.69,[],

19388,Cursed City,C. L. Werner,92144.0,54.93,7.64,1.97,0.49,1.48,"['Fantasy', 'Horror', 'Dark Fantasy', 'Fiction', 'Action', 'Audiobook']",2021.0

19421,Watching,Blake Pierce,68338.0,30.0,9.2,4.25,1.56,2.69,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Psychological Thriller']",2018.0

19446,The Order Returns,D. K. Holmberg,84491.0,29.01,10.58,2.82,0.93,1.9,"['Fantasy', 'Fiction']",2021.0

19448,The Mistletoe Murder,P. D. James,28149.0,46.79,8.57,3.41,1.5,1.91,"['Mystery', 'Short Stories', 'Christmas', 'Fiction', 'Crime', 'Mystery Thriller', 'Holiday']",2016.0

19463,A Guide for the Perplexed,Jonathan Levi,93335.0,60.31,4.99,1.93,0.71,1.23,[],

19503,Starbound,John Noble,82102.0,44.16,7.93,3.79,1.6,2.19,['Science Fiction'],2020.0

19507,I See You,Molly McAdams,84374.0,32.61,8.59,3.48,1.28,2.2,"['New Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'Military Fiction', 'Fiction', 'Adult Fiction']",2016.0

19515,Intercept,Patrick Robinson,134982.0,41.21,6.89,2.96,1.19,1.77,[],

19518,Stolen Magic,Char Webster,82935.0,40.03,8.98,2.82,0.96,1.87,[],

19519,Logic of Empire,Robert A. Heinlein,17886.0,38.38,7.86,2.93,1.27,1.65,[],

19541,New Order,Edward M. Lerner,90009.0,44.66,7.57,3.36,1.55,1.81,"['Science Fiction', 'Fiction']",2010.0

19543,Hard Target,Leo J. Maloney,36016.0,34.44,9.24,3.21,1.21,2.0,[],2021.0

19549,Rakehelld,David Harold,73844.0,47.96,8.28,3.44,1.24,2.21,[],

19562,The 25,Ace Bryant,65039.0,39.02,8.42,3.97,1.64,2.32,[],2018.0

19579,Cold War,Carole E. Fink,83363.0,22.42,2.84,2.46,1.09,1.37,[],

19593,Fire With Fire,Bernd Perplies & Christian Humberg,96907.0,39.9,7.66,3.4,1.63,1.76,"['Star Trek', 'Science Fiction', 'Audiobook', 'Fiction', 'Space Opera']",2016.0

19603,The Girl in the Woods,Camilla Lackberg,214518.0,39.36,9.49,3.36,1.03,2.33,[],

19636,"Drop Dead, Gorgeous",Stacey Rourke,21111.0,60.42,6.73,2.19,0.91,1.28,"['Urban Fantasy', 'Fantasy']",2019.0

19637,Fight Dirty,Dreda Say Mitchell,78862.0,50.24,7.75,2.97,1.2,1.77,[],2021.0

19643,Troubled Waters,Sherryl Woods,54073.0,34.08,8.81,3.56,1.71,1.84,"['Mystery', 'Romance']",1994.0

19654,Bound By Blood,Clara Lewis,10167.0,37.05,8.04,2.72,1.3,1.43,[],2021.0

19675,The Test,Bella Forrest,83687.0,47.5,8.35,2.96,1.22,1.73,"['Fantasy', 'Young Adult', 'Magic', 'Paranormal', 'Audiobook', 'Urban Fantasy', 'Fiction']",2017.0

19698,Icepick,Phillip Depoy,64133.0,44.51,8.45,2.77,0.88,1.89,[],

19722,Krishnamurti's Notebook,Krishnamurti,100961.0,59.38,10.31,2.97,1.08,1.88,"['Philosophy', 'Spirituality', 'Religion', 'Nonfiction', 'Biography']",1976.0

19724,Capricorn,Alathia Morgan,27873.0,25.15,10.84,2.79,0.81,1.98,[],

19730,The Shadowed Sun,N. K. Jemisin,147860.0,40.99,7.61,3.3,1.05,2.24,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Speculative Fiction']",2012.0

19747,Daddy's Little Girl,Bradd Chambers,59472.0,52.44,7.42,2.99,1.12,1.86,[],

19765,The Disappearing Spoon,Sam Keene,94729.0,62.59,5.09,3.51,1.64,1.87,[],

19779,Murder at the Wedding,M. A. Comley,60203.0,32.3,10.09,2.96,0.96,2.0,"['Mystery', 'Fiction']",2019.0

19783,Sully: My Search for What Really Matters,Chesley B. 'Sully' Sullenberger III,87003.0,32.73,8.36,2.85,0.87,1.97,"['Nonfiction', 'Biography', 'Memoir', 'Aviation', 'History', 'Autobiography', 'Audiobook']",2009.0

19790,The Sword,Isaac Hooke,127995.0,60.43,6.55,3.84,1.43,2.41,['Fantasy'],2019.0

19794,Jove Brand is Near Death,J. A. Crawford,83062.0,49.31,8.14,2.14,0.57,1.57,['Mystery'],2021.0

19802,Touching the Sun,Len Maynard,83040.0,44.91,8.55,2.84,0.95,1.89,[],2016.0

19809,The Girl She Wanted,K. L. Slater,90063.0,37.11,9.09,3.49,1.5,1.99,"['Thriller', 'Mystery', 'Psychological Thriller', 'Audiobook', 'Suspense', 'Fiction', 'Mystery Thriller']",2020.0

19818,The Stalking,Heather Graham,92771.0,32.75,10.42,3.31,1.14,2.17,"['Mystery', 'Paranormal', 'Romance', 'Suspense', 'Romantic Suspense', 'Fiction', 'Paranormal Romance']",2019.0

19833,Paragon,Jasper T. Scott,93749.0,57.02,7.13,2.94,1.07,1.87,['Science Fiction'],2021.0

19837,Map of the Impossible,J. F. Penn,52642.0,72.31,5.04,2.11,0.62,1.5,"['Fantasy', 'Fiction', 'Thriller', 'Suspense', 'Supernatural', 'Magic']",2020.0

19852,The Radio Operator,Ulla Lenze,73423.0,56.63,7.62,3.25,1.01,2.24,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'Audiobook', 'Literary Fiction', 'German Literature']",2020.0

19865,Emerge,M. R. Forbes,116098.0,41.78,7.82,2.52,0.85,1.67,"['Science Fiction', 'Military Science Fiction', 'Aliens']",2020.0

19866,Treachery's Tools,"L. E. Modesitt, Jr.",178381.0,35.36,9.69,3.39,1.2,2.19,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'Science Fiction Fantasy', 'Science Fiction', 'Adventure']",2016.0

19872,Steel Fear,John David Mann & Brandon Webb,99113.0,47.71,6.51,2.84,1.0,1.84,"['Thriller', 'Mystery', 'Fiction', 'Military Fiction', 'Suspense', 'Crime', 'Mystery Thriller']",2021.0

19878,Billion Dollar Hollywood Heist,Dylan Howard,60777.0,32.32,7.72,3.21,1.11,2.09,"['Nonfiction', 'True Crime', 'History', 'Crime']",2020.0

19888,The Same River,Lisa M. Reddick,70597.0,57.93,7.09,2.35,0.72,1.64,"['Mystery', 'Fiction', 'Adult', 'Suspense']",2018.0

19893,Beauty's Punishment,Anne Rice,69630.0,75.83,5.78,3.25,1.42,1.83,"['Erotica', 'Fiction', 'Fantasy', 'Romance', 'BDSM', 'Adult', 'Fairy Tales']",1984.0

19899,Forged,Benedict Jacka,85150.0,41.42,9.17,2.98,1.05,1.93,"['Urban Fantasy', 'Fantasy', 'Fiction', 'Magic', 'Audiobook', 'Paranormal', 'Science Fiction Fantasy']",2020.0

19902,Cardinal Sin,J. R. Ripley,77158.0,59.46,8.21,2.59,1.01,1.57,"['Cozy Mystery', 'Mystery']",2019.0

19919,Shelter,Catherine Jinks,78687.0,53.89,9.47,3.12,1.03,2.1,"['Thriller', 'Mystery', 'Crime', 'Psychological Thriller', 'Fiction', 'Suspense']",2021.0

19924,The Hardy Boys: Shield of Fear,Franklin W. Dixon,29739.0,39.07,7.21,3.06,1.12,1.93,[],

19932,The First Men in the Moon,H. G. Wells,68568.0,55.53,6.86,3.54,1.42,2.12,"['Science Fiction', 'Classics', 'Fiction', 'Fantasy', 'Adventure', 'Novels', 'Audiobook']",1901.0

19937,Dancing with Mr. Darcy,Sarah Waters,48685.0,47.72,7.97,3.15,1.05,2.1,"['Short Stories', 'Fiction', 'Historical Fiction', 'Romance', 'Anthologies', 'Historical', 'Contemporary']",2010.0

19939,The Clicking of Cuthbert,P. G. Wodehouse,60982.0,37.19,8.04,3.38,1.46,1.92,"['Fiction', 'Humor', 'Short Stories', 'Comedy', 'Classics', 'British Literature', 'Audiobook']",1922.0

19946,Shadow,Nadine Nightingale,88067.0,55.35,7.7,2.36,0.63,1.73,[],

19960,Lost,James Patterson & James O. Born,69437.0,38.8,8.45,2.59,0.81,1.78,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Audiobook', 'Suspense', 'Mystery Thriller']",2020.0

19972,The Ruins,Matt Rogers,28966.0,41.07,8.27,2.85,1.01,1.84,[],2019.0

19984,Eon,Earl E. Hardman,43567.0,53.17,7.03,3.88,1.79,2.09,"['Science Fiction', 'Fantasy', 'Space Opera']",2016.0

19996,Expensive Halo,Josephine Tey,58461.0,34.27,11.04,3.41,1.13,2.28,[],

20006,White Knight Black Swan,David Gemmell,83076.0,52.0,8.46,2.41,0.66,1.75,"['Thriller', 'Crime', 'Historical', 'Fiction']",1993.0

20013,Perelandra,C. S. Lewis,84300.0,44.94,8.38,3.78,1.13,2.65,"['Science Fiction', 'Fiction', 'Fantasy', 'Christian', 'Classics', 'Christian Fiction', 'Science Fiction Fantasy']",1943.0

20028,Mere Christianity,C. S. Lewis,64243.0,17.4,10.23,3.46,1.23,2.23,"['Christian', 'Nonfiction', 'Religion', 'Theology', 'Christianity', 'Classics', 'Philosophy']",1942.0

20032,Ghost,James Swallow,134351.0,54.53,6.14,1.95,0.77,1.18,"['Fiction', 'Thriller', 'Novels', 'Espionage', 'Crime', 'Action', 'Audiobook']",2018.0

20048,Spectrum,Julie E. Czerneda,122074.0,44.84,8.38,2.76,1.15,1.61,"['Science Fiction', 'Space Opera', 'Aliens']",2021.0

20057,More Than the Sum of His Parts,Joe Halderman,189911.0,50.61,7.83,3.03,1.12,1.9,[],

20112,Blood Demon,N. P. Martin,71199.0,33.46,8.74,3.49,1.14,2.36,[],2019.0

20124,The Lies She Told,M. A. Comley,53021.0,27.54,10.47,2.95,0.76,2.19,"['Mystery', 'Thriller', 'Fiction']",2020.0

20167,The Age of Bronze,Rob Kidd,16187.0,65.36,6.61,3.64,1.73,1.91,"['Pirates', 'Fantasy', 'Childrens', 'Adventure', 'Fiction', 'Young Adult', 'Middle Grade']",2006.0

20173,Chronicles of Avonlea,L. M. Montgomery,66435.0,43.22,8.51,3.68,1.37,2.3,"['Classics', 'Fiction', 'Young Adult', 'Short Stories', 'Historical Fiction', 'Childrens', 'Canada']",1912.0

20177,The Silmarillion,J. R. R. Tolkien,130112.0,39.09,5.56,2.42,0.31,2.11,"['Fantasy', 'Classics', 'France', 'Audiobook', 'Fiction']",1977.0

20207,Upgrade,Asa Maria Bradley,20934.0,47.82,8.25,3.47,1.09,2.38,[],2020.0

20216,New Identity,Ray Green,75797.0,39.46,8.21,4.0,1.43,2.56,[],2020.0

20241,Sister Sister,Sue Fortin,96866.0,39.72,9.4,3.06,1.0,2.06,"['Thriller', 'Mystery', 'Psychological Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Contemporary']",2017.0

20243,Walk In My Combat Boots,"James Patterson, Matt Eversmann & Chris Mooney",99395.0,35.93,8.16,2.37,0.75,1.62,"['Nonfiction', 'History', 'Military Fiction', 'Biography', 'War', 'Military History', 'Audiobook']",2021.0

20285,Reflections,Nora Roberts,58012.0,49.64,7.99,3.43,1.5,1.93,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Harlequin', 'Chick Lit', 'Audiobook']",1983.0

20291,The Man in the Street,Martin Howe,119490.0,58.08,7.98,3.01,1.36,1.65,[],2019.0

20300,The Strangers,Margaret Peterson Haddix,75077.0,38.9,8.92,3.48,1.08,2.39,"['Middle Grade', 'Mystery', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Childrens']",2019.0

20319,Land,Simon Winchester,118568.0,44.67,6.0,4.12,1.97,2.15,"['History', 'Nonfiction', 'Politics', 'Economics', 'Geography', 'Science', 'World History']",2021.0

20326,A Dark So Deadly,Stuart Macbride,193461.0,71.59,6.86,2.34,0.51,1.83,[],

20328,Alone,Dylan Steel,7814.0,38.08,9.44,3.4,1.86,1.55,[],2017.0

20340,Third Blow,J. T. Bishop,81234.0,41.94,8.61,2.22,0.58,1.64,[],2020.0

20354,Heart-Breaker,Claudia Dey,72102.0,65.76,7.49,2.15,0.58,1.57,[],

20368,The Book of Perilous Dishes,Doina Rusti,86491.0,48.55,8.49,2.68,0.75,1.93,[],

20375,Turncoat,Aaron Elkins,95385.0,38.54,9.24,3.67,1.36,2.31,"['Mystery', 'Fiction', 'Historical Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Action']",2002.0

20388,The Bid,Adrian Magson,92576.0,38.89,8.93,2.78,0.9,1.88,[],2017.0

20407,Operation Devil's Vengeance,M. J. Javani,73888.0,43.02,7.37,2.49,0.94,1.55,[],

20411,Ronin,Edward W. Robertson,72399.0,51.27,8.15,2.28,0.56,1.73,"['Science Fiction', 'Fantasy']",2016.0

20424,Blackfoot,W. R. Gingell,87271.0,40.42,10.73,4.94,1.91,3.03,"['Fantasy', 'Young Adult', 'Fiction', 'Retellings', 'Fairy Tales', 'Magic', 'Steampunk']",2017.0

20443,Echoes among the Stones,Jamie Jo Wright,107020.0,54.89,7.68,2.66,0.71,1.95,[],

20447,The Killing Time,M. J. Lee,75583.0,54.06,7.32,2.45,0.87,1.58,"['Mystery', 'Historical Fiction', 'Crime', 'Thriller']",2018.0

20448,Bleeding Hearts,Ian Rankin,121146.0,44.15,9.55,2.9,0.68,2.22,"['Fiction', 'Thriller', 'Mystery', 'Crime']",2006.0

20463,Claimed by the Warrior,Roxie Ray,62356.0,37.2,8.78,3.62,1.47,2.16,['Science Fiction Romance'],2020.0

20470,Survivor,Brett Battles,63865.0,42.41,8.62,2.91,0.75,2.16,"['Time Travel', 'Science Fiction', 'Fiction', 'Alternate History', 'Young Adult', 'Action']",2017.0

20488,Wrath of Dragons,Scott King,110586.0,57.65,8.7,2.05,0.44,1.61,"['Fantasy', 'Dragons']",2018.0

20493,Harbinger,Ken Lozito,81818.0,29.03,9.83,2.35,0.72,1.63,"['Science Fiction', 'Space Opera', 'Military Fiction', 'Fiction']",2019.0

20497,An Acceptable Time,Madeleine L'Engle,79619.0,53.21,9.14,3.11,1.27,1.84,[],

20500,Loose Ends,J. M. Thomas,58259.0,52.12,7.14,2.88,0.88,1.99,[],2019.0

20504,Trade-Off,James Becker,116984.0,42.09,7.51,3.27,1.45,1.83,"['Thriller', 'Crime']",2012.0

20506,Prosper's Demon,K. J. Parker,20529.0,34.47,9.58,3.92,1.58,2.34,"['Fantasy', 'Horror', 'Novella', 'Fiction', 'Short Stories', 'Historical Fiction', 'Adult']",2020.0

20513,The Man Who Wouldn't Die,A. B. Jewell,71948.0,42.97,7.86,2.66,0.82,1.84,"['Mystery', 'Fiction', 'Humor', 'Suspense', 'LGBT', 'Noir']",2019.0

20517,The Hardy Boys: The Missing Chums,Franklin W. Dixon,32384.0,60.04,6.3,3.14,1.52,1.62,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Adventure', 'Detective']",1928.0

20536,Song of the Risen God,R. A. Salvatore,142520.0,47.31,5.67,3.0,1.16,1.84,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Forgotten Realms', 'Adult']",2020.0

20539,Forever Until Tomorrow,M. R. Forbes,86915.0,32.86,9.62,2.43,0.63,1.8,"['Science Fiction', 'Space Opera', 'Military Fiction', 'Fiction', 'Space', 'Aliens', 'Time Travel']",2016.0

20558,What You Need to Know About Spiritual Growth,Max Anders,59503.0,22.32,8.44,2.96,1.11,1.85,[],1995.0

20563,"Science, A History",John Gribbin,225988.0,32.92,5.64,2.97,1.26,1.71,"['Science', 'History', 'Nonfiction', 'History Of Science', 'Biography', 'Physics', 'Popular Science']",2002.0

20576,Everything That Remains,The Minimalists,57359.0,45.3,7.63,3.45,1.34,2.1,[],

20578,The Joy of X,Steven Strogatz,45086.0,33.6,6.58,3.5,1.25,2.25,"['Mathematics', 'Nonfiction', 'Science', 'History', 'Education', 'Popular Science', 'Philosophy']",2012.0

20581,Dark Side of the Moon,Alan Jacobson,115380.0,38.02,8.41,2.54,0.8,1.75,"['Mystery', 'Thriller']",2018.0

20594,The Dagda's Cauldron,M. C. Cairns,54839.0,45.56,7.91,2.61,0.81,1.8,[],2017.0

20600,Long Shot,David Mack,79918.0,49.56,6.18,2.14,0.57,1.58,"['Star Trek', 'Science Fiction']",2015.0

20613,The Alexandria Affair,Jennifer Ashley,83818.0,49.94,7.4,2.8,1.02,1.78,"['Mystery', 'Historical Mystery', 'Historical Fiction', 'Historical', 'Regency', 'Egypt', 'Fiction']",2016.0

20615,Dark Ride,Ian Rob Wright,50947.0,51.83,8.31,2.78,0.93,1.85,[],

20616,Interstellar Mission,J. J. Green,65668.0,52.39,9.72,2.85,1.05,1.8,"['Science Fiction', 'Young Adult']",2019.0

20618,Good Guys,David G. Smith & W. Brad Johnson,63646.0,16.09,6.9,3.12,1.41,1.7,"['Nonfiction', 'Business', 'Gender', 'Feminism']",2020.0

20628,Rage,Jonathan Maberry,154767.0,47.84,7.38,2.79,0.9,1.89,"['Horror', 'Thriller', 'Science Fiction', 'Fiction', 'Military Fiction', 'Action', 'Audiobook']",2019.0

20630,Resurgence,C. J. Cherryh,106722.0,27.54,9.87,3.39,1.32,2.07,"['Science Fiction', 'Science Fiction Fantasy', 'Fiction', 'Aliens', 'Fantasy', 'Speculative Fiction', 'Hard Science Fiction']",2020.0

20641,Sweet Revenge,Helena Marchmont,28708.0,41.99,10.65,3.45,1.48,1.97,"['Audiobook', 'Mystery', 'Cozy Mystery', 'Fiction', 'Crime', 'British Literature', 'Short Stories']",2020.0

20650,Suffer the Nightmare,J. J. Carlson,77524.0,54.77,6.91,1.95,0.69,1.26,[],2020.0

20657,Runed,Kendall Grey,63143.0,67.33,6.79,2.68,1.06,1.62,"['Fantasy', 'Romance', 'Humor', 'Mythology', 'Urban Fantasy', 'Magic', 'Paranormal']",2019.0

20666,Auberon,James S. A. Corey,20971.0,43.36,9.03,2.36,0.77,1.58,"['Science Fiction', 'Fiction', 'Space Opera', 'Short Stories', 'Novella', 'Audiobook', 'Space']",2019.0

20678,Saint Death's Daughter,C. S. E. Cooney,193320.0,64.23,6.36,3.28,1.24,2.04,"['Fantasy', 'Young Adult', 'Fiction', 'LGBT', 'Queer', 'Adult', 'Young Adult Fantasy']",2022.0

20714,Resonant Abyss,Chaney Hopper,90352.0,43.71,7.04,3.04,0.89,2.14,['Science Fiction'],2019.0

20733,Creation,Gore Vidal,234303.0,35.99,8.73,3.68,1.35,2.32,"['Historical Fiction', 'Fiction', 'Historical', 'Literature', 'Philosophy', 'Classics', 'Novels']",1981.0

20756,Dark Island,Matt James,77153.0,50.86,7.38,3.4,1.51,1.88,"['Thriller', 'Dinosaurs', 'Adventure', 'Horror', 'Science Fiction']",2018.0

20764,Sword of Shadows,Jeri Westerson,83121.0,48.51,7.96,2.89,0.96,1.93,"['Mystery', 'Historical Fiction', 'Historical Mystery', 'Medieval', 'Historical', '14th Century', 'British Literature']",2020.0

20766,Web of Justice,J. J. Miller,82906.0,30.66,9.57,2.85,0.84,2.01,[],2019.0

20769,Legacy,Greg Bear,147445.0,64.37,6.1,2.52,1.06,1.47,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Hard Science Fiction', 'Fantasy', 'Time Travel']",1994.0

20786,Castle Key,W. R. Gingell,101161.0,38.61,9.24,4.16,1.78,2.37,"['Fantasy', 'Mystery', 'Romance', 'Fairy Tales', 'Fiction', 'Retellings', 'Fairy Tale Retellings']",2022.0

20795,"Buddhism: One Teacher, Many Traditions",The Dalai Lama & Thubten Chodron,94722.0,22.6,6.23,2.72,1.3,1.42,[],

20802,Ghost Country,Chris Petit,90834.0,38.79,8.63,2.46,0.81,1.65,[],2022.0

20833,Deadline,L. T. Ryan,86269.0,43.74,7.31,2.19,0.54,1.64,"['Thriller', 'Fiction', 'Action']",2016.0

20884,Bad Blood,E. O. Chirovici,75817.0,34.89,8.79,3.03,1.09,1.94,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Contemporary']",2018.0

20916,Cry Darkness,Hilary Bonner,90282.0,33.66,9.67,4.8,2.1,2.7,[],2021.0

20917,Wounds,Risa Fey,92975.0,54.62,7.33,3.52,1.47,2.05,['Fantasy'],2019.0

20919,Divergence,C. J. Cherryh,108495.0,26.68,9.81,3.06,1.2,1.87,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Aliens', 'Politics', 'Suspense']",2020.0

20922,The Glory,J. R. Mabry,178495.0,48.46,8.4,2.92,1.0,1.93,[],2018.0

20939,The Hardy Boys: Terror At High Tide,Franklin W. Dixon,29067.0,56.47,7.23,2.33,0.72,1.61,[],

20940,The Shadow City,Ryan Wieser,67082.0,45.7,7.63,2.73,1.28,1.45,[],2018.0

20942,Noise: A Flaw in Human Judgment,"Daniel Kahneman, Oliver Sibony & Cass R. Sunstein",113877.0,17.63,7.83,3.3,1.59,1.71,"['Psychology', 'Nonfiction', 'Science', 'Business', 'Economics', 'Self Help', 'Audiobook']",2021.0

