title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
Slow Learner,Thomas Pynchon,54639.0,51.15,6.93,2.84,0.94,1.9,"['Fiction', 'Short Stories', 'Literature', 'American', '20th Century', 'The United States Of America', 'Contemporary']",1984
The Collector’s Apprentice,B. A. Shapiro,100523.0,39.7,8.72,3.26,1.12,2.14,[],2018
Wedding Night,Sophie Kinsella,115430.0,46.24,10.02,4.12,1.8,2.32,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Audiobook']",2013
Somebody’s Daughter,Ashley C. Ford,68876.0,34.02,8.49,2.53,0.72,1.82,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Biography Memoir', 'Race', 'Autobiography']",2021
The Devil’s Own Luck,David Donachie,100020.0,37.91,8.92,3.1,1.17,1.93,"['Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Crime', 'Action', 'Adventure']",1993
The Naked Face,Sidney Sheldon,55902.0,35.61,9.41,2.67,1.16,1.5,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Romance']",1970
The Happily Ever After,Avi Steinberg,69438.0,28.25,7.69,3.78,1.82,1.96,"['Memoir', 'Nonfiction', 'Writing', 'Romance', 'Biography', 'Biography Memoir']",2020
Nemesis,Anna Banks,101135.0,42.87,8.77,3.35,1.22,2.13,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'High Fantasy', 'Magic', 'Fiction']",2016
Erec Rex: The Monsters of Otherness,Kaza Kingsley,96826.0,56.51,8.52,3.09,0.78,2.31,"['Fantasy', 'Young Adult', 'Magic', 'Adventure', 'Fiction', 'Dragons', 'Childrens']",2007
The Basic Laws of Human Stupidity,Carlo M. Cipolla,5123.0,15.51,6.23,3.49,2.03,1.46,"['Nonfiction', 'Philosophy', 'Humor', 'Psychology', 'Economics', 'Essays', 'History']",1976
From a Taller Tower,Seamus McGraw,63523.0,34.72,6.74,2.66,1.16,1.51,"['Nonfiction', 'True Crime', 'Sociology', 'Politics', 'History', 'American History']",2021
Dead Man’s Folly,Agatha Christie,56604.0,34.74,9.47,4.2,1.71,2.49,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'Audiobook']",1956
His Hidden Wife,Wendy Clarke,85623.0,49.08,10.47,2.65,0.62,2.03,"['Thriller', 'Suspense', 'Psychological Thriller', 'Adult', 'Mystery', 'Fiction', 'British Literature']",2021
Nancy Drew: The Quest of the Missing Map,Carolyn Keene,33507.0,39.12,8.14,3.11,1.41,1.69,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Classics', 'Mystery Thriller']",1942
Earth’s Last Citadel,C. L. Moore & Henry Kuttner,37535.0,63.36,6.62,3.57,1.51,2.06,[],nan
Hideaway,Nicole Lundrigan,100239.0,60.57,8.39,2.39,0.39,1.99,"['Thriller', 'Fiction', 'Canada', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Dark']",2019
The Prometheus Deception,Robert Ludlum,176332.0,46.24,7.62,3.51,1.63,1.87,"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Suspense', 'Action', 'Spy Thriller']",2000
Outlier,Annabel Chase,55920.0,38.82,8.59,2.87,1.12,1.75,"['Fantasy', 'Paranormal', 'Urban Fantasy', 'Audiobook', 'Witches', 'Magic', 'Young Adult']",2018
Blood Trails,Diane Capri,81916.0,49.63,8.32,2.53,0.85,1.67,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Canada', 'Suspense']",2016
On Edge,John W. Mefford,69495.0,39.84,8.39,2.78,0.86,1.93,"['Thriller', 'Mystery Thriller', 'Mystery', 'Fiction']",2017
Eight Hundred Leagues on the Amazon,Jules Verne,94598.0,36.67,7.08,2.76,0.91,1.85,"['Fiction', 'Classics', 'Adventure', 'Science Fiction', 'France', 'Fantasy', '19th Century']",1881
Vault,Ruth Rendell,80646.0,37.7,10.47,2.95,0.83,2.13,[],nan
Close to Home,Cara Hunter,85599.0,42.42,9.75,3.61,1.21,2.4,"['Mystery', 'Crime', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook']",2018
The House of the Hanged Woman,Kate Ellis,92294.0,35.98,9.48,2.59,0.75,1.84,"['Crime', 'Mystery', 'Historical', 'Historical Fiction', 'Historical Mystery', 'Fiction']",2020
Perfect Sound Whatever,James Acaster,80717.0,43.4,6.93,3.74,1.51,2.23,"['Nonfiction', 'Music', 'Audiobook', 'Comedy', 'Humor', 'Biography', 'Memoir']",2019
Trojan,Alan McDermott,81972.0,33.54,8.71,2.49,0.75,1.74,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Amazon', 'Espionage', 'Action']",2017
Lord of Chaos,Robert Jordan,395431.0,48.66,8.5,3.48,1.38,2.1,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']",1994
One on One,Michael Brandman,50481.0,37.83,8.46,3.08,1.2,1.88,"['Mystery', 'Thriller', 'Fiction']",2018
The Murder Club,Nikki Crutchley,97895.0,47.44,8.28,2.46,0.67,1.79,"['Mystery', 'Thriller', 'Crime']",2020
Palmer Entity,David Longhorn,48961.0,42.32,7.53,3.45,1.42,2.03,['Horror'],2019
The Country Guesthouse,Robyn Carr,85165.0,30.21,10.77,2.93,0.76,2.17,"['Romance', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Family', 'Audiobook']",2020
Nightblood,T. Chris Martindale,122175.0,58.91,6.95,3.11,0.99,2.12,"['Horror', 'Vampires', 'Fiction', 'Paranormal', 'Halloween', 'Action', 'Pulp']",1989
Everything Is Horrible and Wonderful,Stephanie Wittels Wachs,65006.0,43.63,7.64,3.16,1.13,2.04,"['Memoir', 'Nonfiction', 'Audiobook', 'Biography', 'Biography Memoir', 'Humor', 'Mental Health']",2018
The Royals,Kitty Kelley,179645.0,37.85,5.97,2.45,0.96,1.48,"['Biography', 'Nonfiction', 'History', 'Biography Memoir', 'Historical', 'British Literature', 'Politics']",1997
The Man in the Moonlight,Helen McCloy,70027.0,52.9,8.8,2.74,1.07,1.67,"['Mystery', 'Cozy Mystery']",1940
White Too Long,Robert P. Jones,72888.0,37.21,4.69,2.62,1.52,1.1,"['Nonfiction', 'Religion', 'History', 'Race', 'Politics', 'Christianity', 'Christian']",2020
Mind War,Douglas E. Richards,119326.0,27.47,9.75,3.45,1.32,2.13,[],nan
An Empire of Tears,Tim Marquitz,79923.0,62.48,5.74,2.06,0.54,1.52,['Fantasy'],2018
Soulless,Kate Rudolph & Starr Huntress,64525.0,39.07,8.84,2.28,0.8,1.48,"['Steampunk', 'Fantasy', 'Romance', 'Paranormal', 'Vampires', 'Urban Fantasy', 'Fiction']",2009
Come a Little Closer,Karen Perry,100773.0,57.48,7.25,2.75,0.97,1.78,"['Thriller', 'Mystery', 'Fiction', 'Irish Literature', 'Crime', 'Suspense', 'Psychological Thriller']",2019
After Atlas,Emma Newman,108921.0,39.67,8.65,2.71,0.85,1.86,"['Science Fiction', 'Mystery', 'Fiction', 'Audiobook', 'Crime', 'Dystopia', 'Science Fiction Fantasy']",2016
Summer’s Edge,Dana Mele,81627.0,54.15,8.31,2.96,1.24,1.72,"['Horror', 'Young Adult', 'Mystery', 'Thriller', 'LGBT', 'Mystery Thriller', 'Lesbian']",2022
Cape Fear,John D. MacDonald,55885.0,43.07,9.22,2.93,1.0,1.93,"['Fiction', 'Thriller', 'Mystery', 'Horror', 'Crime', 'Suspense', 'Classics']",1957
Pie in the Sky,Jane Smiley,68969.0,52.0,8.71,3.31,0.66,2.66,"['Horses', 'Young Adult', 'Animals', 'Historical Fiction', 'Childrens', 'Fiction', 'Realistic Fiction']",2012
Satellite Love,Genki Ferguson,70649.0,41.82,8.93,3.4,1.23,2.16,[],2021
Dark Hollows,Steve Frech,74388.0,48.76,8.46,2.43,0.86,1.57,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Horror', 'Suspense', 'Psychological Thriller']",2019
Hanging Garden,Ian Rankin,102866.0,42.73,9.16,2.38,0.56,1.83,"['Crime', 'Mystery', 'Fiction', 'Scotland', 'Thriller', 'Detective', 'Mystery Thriller']",1998
Missing Daughter,Rick Mofina,89862.0,40.36,8.03,2.15,0.45,1.7,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']",2019
Dark Halls,Jeff Menapace,71632.0,44.56,8.09,3.53,1.12,2.41,"['Horror', 'Paranormal', 'Fiction', 'Thriller', 'Supernatural', 'Adult', 'Ghosts']",2019
A Winter for Killing,Jason Mason,50176.0,36.51,8.86,3.38,1.2,2.18,[],2020
Third Kill,John Ryder,87318.0,37.45,10.19,2.14,0.35,1.79,[],2021
Hollywood Ending,Kellye Garrett,86464.0,34.0,8.93,3.5,1.4,2.1,"['Mystery', 'Cozy Mystery', 'Fiction', 'Audiobook', 'Adult', 'Mystery Thriller', 'Contemporary']",2018
The Zero Equation,Christopher G. Nuttall,120896.0,34.13,10.93,3.8,1.63,2.18,"['Fantasy', 'Young Adult', 'Magic', 'Audiobook', 'High Fantasy']",2018
Red Tea,Meg Mezeske,80753.0,54.28,6.31,3.19,1.41,1.78,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction', 'Crime', 'Japan', 'Suspense']",2018
Hollywood,Gore Vidal,178490.0,33.7,8.73,3.97,1.32,2.65,[],nan
The Silent Suspect,Nell Pattison,96909.0,25.74,10.51,3.08,1.06,2.02,"['Mystery', 'Thriller', 'Crime', 'Audiobook', 'Fiction', 'Mystery Thriller', 'Murder Mystery']",2021
The Night Brother,Rosie Garland,109460.0,65.96,8.14,2.54,0.8,1.74,"['Historical Fiction', 'Fiction', 'Fantasy', 'LGBT', 'Historical', 'Magical Realism', 'Queer']",2017
Unlikelies,Carrie Firestone,70238.0,61.09,7.09,2.44,0.88,1.57,"['Young Adult', 'Contemporary', 'Romance', 'Young Adult Contemporary', 'Realistic Fiction', 'Fiction', 'Teen']",2017
Star Wars: The Jedi Doth Return,Ian Doescher,26392.0,32.32,6.81,3.46,0.55,2.91,"['Star Wars', 'Science Fiction', 'Fiction', 'Humor', 'Plays', 'Fantasy', 'Poetry']",2014
The Borgia Confessions,Alyssa Palombo,130580.0,29.6,8.9,3.67,1.39,2.29,"['Historical Fiction', 'Historical', 'Italy', 'Fiction', 'Romance', 'Historical Romance', '15th Century']",2020
Craven Manor,Darcy Coates,75085.0,73.26,7.46,2.26,0.83,1.43,"['Horror', 'Paranormal', 'Mystery', 'Fiction', 'Ghosts', 'Fantasy', 'Thriller']",2017
Reckoning,Kelley Armstrong,79678.0,40.97,8.66,2.93,0.86,2.07,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Romance', 'Supernatural', 'Magic']",2010
Corn Dolls,K. T. Galloway,54199.0,50.41,8.03,2.69,0.85,1.84,"['Amazon', 'Thriller', 'Mystery']",2021
Long Way Home,Katie McGarry,105138.0,48.52,9.1,2.37,0.5,1.87,"['Young Adult', 'Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Young Adult Contemporary', 'High School']",2017
Soldiers Out of Time,Steve White,76813.0,35.63,8.06,3.83,1.66,2.17,"['Time Travel', 'Adventure', 'Fiction', 'Science Fiction']",2015
The Code Breaker,Walter Isaacson,134691.0,31.01,7.27,2.71,0.97,1.74,"['Science', 'Nonfiction', 'Biography', 'History', 'Biology', 'Audiobook', 'Biography Memoir']",2021
A Blood Thing,James Hankins,113313.0,29.76,9.44,3.47,1.2,2.27,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Adult', 'Psychological Thriller']",2018
Penric and the Shaman,Lois McMaster Bujold,37660.0,50.73,6.94,3.42,1.34,2.08,"['Fantasy', 'Novella', 'Fiction', 'Audiobook', 'Magic', 'High Fantasy', 'Science Fiction Fantasy']",2016
The Brief and True Report of Temperance Flowerdew,Denise Heinze,58801.0,62.31,6.62,2.7,1.09,1.61,"['Historical Fiction', 'Fiction', 'Historical', '17th Century']",2020
Eye of the Cricket,James Sallis,59851.0,56.09,6.74,3.07,0.91,2.16,"['Fiction', 'Mystery', 'Crime', 'Audiobook', 'Noir', 'Hard Boiled', 'Detective']",1997
Spheres of Influence,Bob Mauldin,153342.0,32.08,7.99,2.93,1.07,1.86,"['Science Fiction', 'Space Opera', 'Aliens']",2019
Dead to Me,Lesley Pearse,141536.0,42.06,9.78,3.58,0.99,2.59,"['Historical Fiction', 'Romance', 'Historical', 'Fiction', 'Drama', 'World War II', 'Mystery']",2016
Beyond the Gates,Jason D. Morrow,83894.0,39.73,10.1,2.82,0.81,2.01,"['Zombies', 'Paranormal', 'Fantasy', 'Horror', 'Fiction', 'Apocalyptic', 'Dystopia']",2019
Heatwave,Oliver Davies,87746.0,37.46,9.12,3.31,1.5,1.81,[],nan
The Lost Boys,Faye Kellerman,91857.0,37.13,10.67,2.55,0.76,1.78,"['Mystery', 'Fiction', 'Crime', 'Audiobook', 'Suspense', 'Thriller', 'Mystery Thriller']",2021
Stay and Fight,Madeline Ffitch,108007.0,54.92,8.62,2.72,0.6,2.12,"['Fiction', 'LGBT', 'Queer', 'Contemporary', 'Literary Fiction', 'Novels', 'Lesbian']",2019
Infinite Potential,Mitch Horowitz,71198.0,22.74,9.34,3.0,0.98,2.03,[],nan
The Gospel According to the Son,Norman Mailer,51846.0,33.31,9.33,3.18,0.25,2.93,"['Fiction', 'Religion', 'Historical Fiction', 'Literature', 'American', 'Novels', 'Christianity']",1997
The Book That Matters Most,Ann Hood,81800.0,58.39,6.79,2.99,0.96,2.03,"['Fiction', 'Books About Books', 'Adult Fiction', 'Chick Lit', 'Book Club', 'Contemporary', 'Adult']",2016
The House in the Cerulean Sea,T. J. Klune,114800.0,43.45,10.17,3.26,1.38,1.87,"['Fantasy', 'Fiction', 'LGBT', 'Romance', 'Young Adult', 'Audiobook', 'Queer']",2020
Theatre of War,David Leadbeater,68838.0,50.19,6.69,2.4,0.74,1.66,[],2021
A Million Drops,Victor del Árbol,,,,,,,[],nan
Lost Daughter,Ali Mercer,102333.0,39.0,10.79,3.74,1.39,2.36,['Fiction'],2019
Nancy Drew: The Invisible Intruder,Carolyn Keene,33198.0,41.73,8.53,2.73,1.07,1.66,[],nan
The Truth about Ben and June,Alex Kiester,80029.0,41.71,8.51,3.78,1.28,2.5,"['Fiction', 'Contemporary', 'Mystery', 'Thriller', 'Audiobook', 'Romance', 'Adult']",2022
Lord of the Silent Kingdom,Glen Cook,192614.0,33.72,9.48,2.62,0.9,1.72,"['Fantasy', 'Fiction', 'War', 'Dark Fantasy', 'Epic Fantasy', 'Magic', 'Epic']",2007
Relentless,Julian Edelman,80680.0,26.38,9.39,2.61,0.76,1.86,"['Sports', 'Nonfiction', 'Football', 'Memoir', 'Biography', 'Autobiography', 'Inspirational']",2017
Sputnik Sweetheart,Haruki Murakami,62662.0,51.73,8.39,3.11,1.21,1.9,"['Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Contemporary', 'Romance', 'Novels']",1999
Shore Leave,David Whish-Wilson,76831.0,56.75,7.27,1.92,0.49,1.43,['Crime'],2021
Courting Mr. Lincoln,Louis Bayard,111951.0,45.38,7.9,3.52,1.05,2.47,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Adult', 'Adult Fiction', 'Audiobook']",2019
The Gordian Protocol,Jacob Holo,161244.0,41.77,7.46,3.57,1.39,2.17,"['Science Fiction', 'Time Travel', 'Alternate History', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Action']",2019
The City of Dusk,Tara Sim,187518.0,60.68,7.15,2.51,0.98,1.53,"['Fantasy', 'Adult', 'LGBT', 'Queer', 'Lesbian', 'Fiction', 'High Fantasy']",2022
The Divide,J. L. Brown,80463.0,44.1,7.28,1.95,0.5,1.45,"['Fiction', 'Detective']",2019
Never Judge a Lady by Her Cover,Sarah MacLean,114119.0,33.29,8.72,2.72,0.87,1.85,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Adult']",2014
"Sherlock Holmes, The Vanishing Man",Philip Purser-Hallard,76651.0,33.58,8.56,3.72,1.49,2.23,"['Mystery', 'Crime', 'Historical Fiction', 'Fiction']",2019
The Blood Spell,C. J. Redwine,114928.0,63.29,7.3,2.64,0.99,1.65,"['Fantasy', 'Young Adult', 'Retellings', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic']",2019
Richard of Bordeaux,Josephine Tey,27737.0,24.08,10.82,3.05,0.79,2.26,[],2021
The Bourne Legacy,Robert Ludlum,167106.0,48.44,7.5,2.92,1.11,1.81,[],2013
The Wicked We Have Done,Sarah Harian,69143.0,60.52,8.38,2.46,0.74,1.71,"['New Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Young Adult', 'Thriller', 'Fantasy']",nan
The Exploding Detective,John Swartzwelder,34010.0,34.7,9.12,3.76,1.28,2.48,"['Fiction', 'Humor', 'Comedy', 'Science Fiction', 'Mystery', 'Detective', 'Novels']",2007
Outbreak,Robin Cook,85376.0,40.79,8.35,2.88,1.27,1.61,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Science Fiction', 'Horror', 'Suspense']",1987
The East End,Webb Hubbell,110479.0,29.9,9.43,1.96,0.3,1.66,[],2019
Tombland,C. J. Sansom,272616.0,40.48,8.16,3.26,1.25,2.01,[],nan
The House of Wolves,James Patterson & Mike Lupica,85992.0,27.59,9.17,3.02,0.93,2.08,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Sports']",2023
No Way Back,Andrew Gross,92518.0,35.8,8.73,2.93,0.97,1.97,"['Thriller', 'Mystery', 'Suspense', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook']",2013
Sanctuary,Luca D’Andrea,90801.0,55.25,8.16,2.35,0.64,1.71,"['Thriller', 'Fiction', 'Crime', 'Mystery', 'Suspense', 'Italy', 'Horror']",2017
Marion Lane and the Deadly Rose,T. A. Willberg,80886.0,46.39,7.52,3.31,1.37,1.95,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Mystery Thriller', 'Fantasy', 'Historical Mystery']",2022
The Lathe of Heaven,Ursula K. Le Guin,59606.0,42.86,8.87,3.31,1.28,2.03,"['Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Classics', 'Science Fiction Fantasy', 'Speculative Fiction']",1971
Strangers on a Bridge,Louise Mangos,91776.0,47.54,8.17,2.88,1.26,1.63,"['Thriller', 'Psychological Thriller', 'Fiction']",2018
My Perfect Wife,Clare Boyd,100936.0,57.86,8.06,2.39,0.67,1.72,"['Thriller', 'Psychological Thriller', 'Fiction', 'Suspense', 'Mystery', 'Adult Fiction']",2020
The Enemy Within,Kurt Winans,87296.0,21.58,8.3,3.64,1.37,2.27,[],2018
Dream Sequence,Adam Foulds,47850.0,60.94,7.45,2.76,0.98,1.77,"['Fiction', 'Canada', 'Literary Fiction', 'Novels', 'Contemporary']",2019
Implanted,Lauren C. Teffeau,108229.0,50.47,7.13,3.31,1.16,2.15,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Fantasy', 'Thriller', 'Climate Change Fiction', 'Climate Change']",2018
Queen Among the Dead,Lesley Livingston,107774.0,62.42,6.66,2.74,1.05,1.69,"['Fantasy', 'Young Adult', 'Mythology', 'Young Adult Fantasy', 'Romance', 'Fiction', 'Historical Fiction']",2023
Wheel of the Infinite,Martha Wells,115820.0,52.05,7.65,2.93,1.25,1.68,"['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Epic Fantasy', 'Science Fiction']",2000
Business Without the Bullshit,Geoffrey James,56024.0,14.84,8.47,3.84,1.52,2.32,"['Business', 'Nonfiction', 'Management', 'Personal Development', 'Audiobook']",2013
Taming a Bear,Eve Langlais,39577.0,48.33,8.79,3.08,1.0,2.08,"['Romance', 'Shapeshifters', 'Paranormal', 'Fantasy', 'Paranormal Romance', 'Humor', 'Audiobook']",2021
The Godmother,Hannelore Cayre,46066.0,43.91,7.85,2.97,1.07,1.9,"['Fiction', 'Crime', 'France', 'Mystery', 'Thriller', 'Mystery Thriller', 'Contemporary']",2017
Her Husband’s Grave,P. L. Kane,91513.0,32.25,10.41,4.0,1.38,2.61,"['Thriller', 'Fiction', 'Crime', 'Mystery']",2020
The Life She Left Behind,Nicole Trope,88312.0,41.85,9.81,3.13,0.84,2.29,"['Fiction', 'Thriller', 'Crime', 'Contemporary', 'Womens Fiction', 'Suspense', 'Psychological Thriller']",2020
The Ranger Way,Kris “Tanto” Paronto,60894.0,24.98,9.63,2.48,0.84,1.64,[],nan
The Grotto’s Secret,Paula Wynne,88303.0,66.5,6.38,1.98,0.57,1.41,"['Historical Fiction', 'Mystery', 'Thriller', 'Historical', 'Fiction', 'Romance', 'Fantasy']",2016
I Am Pilgrim,Terry Hayes,224724.0,41.63,7.99,2.48,0.97,1.51,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Suspense', 'Espionage']",2013
Fingersmith,Sarah Waters,210244.0,53.62,7.64,3.42,0.58,2.85,"['Historical Fiction', 'Fiction', 'LGBT', 'Historical', 'Romance', 'Mystery', 'Queer']",2002
Hullmetal girls,Emily Skrutskie,89254.0,49.74,6.92,2.39,0.91,1.48,"['Science Fiction', 'Young Adult', 'LGBT', 'Queer', 'Fiction', 'Dystopia', 'Space']",2018
Mystery On the Mayhem Express,Franklin W. Dixon,33472.0,59.64,6.86,2.71,0.9,1.81,"['Mystery', 'Audiobook']",2021
The Violin,Lindsay Pritchard,116678.0,41.32,7.56,3.31,1.36,1.95,[],2018
Orphan Wars,J. N. Chaney,110192.0,46.79,8.24,2.71,0.88,1.82,[],nan
Winter’s Heart,Robert Jordan,238949.0,54.79,8.02,3.31,1.27,2.04,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']",2000
Hawk Mountain,Conner Habib,77111.0,46.65,8.72,3.23,0.75,2.48,"['Fiction', 'Horror', 'Thriller', 'Mystery Thriller', 'Mystery', 'Contemporary', 'LGBT']",2022
The Other Side of Beautiful,Kim Lock,81497.0,81.26,6.67,2.74,0.97,1.76,"['Fiction', 'Contemporary', 'Audiobook', 'Australia', 'Mental Health', 'Romance', 'Adult Fiction']",2021
As Long as the Lemon Trees Grow,Zoulfa Katouh,98558.0,63.6,7.8,2.55,0.98,1.57,"['Historical Fiction', 'Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Historical', 'Fantasy']",2022
Something in Between,Melissa de la Cruz,112725.0,34.01,10.19,3.3,0.94,2.36,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Family']",2016
Out of Time,Dave Sinclair,77216.0,39.63,9.04,3.21,1.48,1.73,[],nan
The Hunger Games,Suzanne Collins,99747.0,60.56,8.45,3.35,1.17,2.18,"['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']",2008
"Living Buddha, Living Christ",Thich Nhat Hanh,39867.0,27.19,8.31,2.14,0.83,1.32,"['Religion', 'Spirituality', 'Buddhism', 'Nonfiction', 'Philosophy', 'Christianity', 'Theology']",1997
Dead Lucky,Andreina Cordani,79895.0,49.06,8.28,3.25,1.07,2.18,"['Thriller', 'Young Adult', 'Mystery', 'Contemporary']",2022
The Arrow Garden,Andrew J. King,86429.0,58.34,6.58,3.53,1.66,1.87,[],2023
Troubled Blood,Robert Galbraith,295984.0,43.7,8.16,3.23,1.28,1.95,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Detective']",2020
84K,Claire North,123992.0,60.38,7.79,2.62,0.76,1.86,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Thriller', 'Speculative Fiction', 'Audiobook']",2018
What You Could Have Won,Rachel Genn,66154.0,64.43,6.99,2.9,1.03,1.87,['Fiction'],2020
After Francesco,Brian Malloy,84173.0,46.53,8.37,3.12,0.83,2.3,"['Fiction', 'Historical Fiction', 'LGBT', 'Queer', 'Historical', 'Gay', 'Literary Fiction']",2021
The White Castle,Orhan Pamuk,55013.0,34.95,8.02,2.83,0.9,1.93,"['Fiction', 'Historical Fiction', 'Turkish Literature', 'Turkish', 'Literature', 'Novels', 'Nobel Prize']",1985
Empress File,John Sandford,71357.0,55.17,7.47,2.14,0.72,1.42,[],nan
Dark Deeds,Mike Brooks,98942.0,38.37,8.55,4.12,1.81,2.31,"['Science Fiction', 'Fiction', 'Space Opera', 'Adventure', 'Science Fiction Fantasy', 'Space', 'Asexual']",2017
In the Courtyard of the Kabbalist,Ruchama King Feuerman,89557.0,60.14,6.22,2.91,0.96,1.95,"['Fiction', 'Israel', 'Jewish', 'Religion', 'Judaism', 'Literary Fiction', 'Contemporary']",2013
Courting Darkness,Robin LaFevers,162424.0,45.93,8.04,3.21,1.19,2.01,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Young Adult Fantasy', 'Romance', 'Fiction']",2019
No Good Deed,Victor Gischler,73582.0,54.36,7.35,2.73,1.07,1.67,[],nan
All the Little Liars,Charlaine Harris,72295.0,31.98,10.62,3.11,1.04,2.07,"['Mystery', 'Fiction', 'Cozy Mystery', 'Crime', 'Audiobook', 'Adult', 'Contemporary']",2016
Stalking Horse,Remington Kane,48823.0,35.38,10.42,1.89,0.27,1.62,[],2021
Paint a Murder,Lily Ashton,70762.0,48.45,8.53,2.73,0.71,2.02,"['Mystery', 'Fiction']",2019
The Yugo,Jason Vuic,72699.0,28.81,6.21,2.48,0.92,1.57,"['Nonfiction', 'History', 'Business', 'Cars', 'Humor', 'Audiobook', 'Design']",2010
American Traitor,Brad Taylor,124817.0,35.7,8.62,2.24,0.65,1.59,"['Fiction', 'Thriller', 'Action', 'Espionage', 'Audiobook', 'Mystery', 'Spy Thriller']",2021
Too Fat to Fish,Artie Lange & Anthony Bozza,96712.0,29.17,9.08,3.19,1.08,2.11,[],nan
The Blank Slate,Steven Pinker,196458.0,27.85,7.08,2.46,1.19,1.26,"['Psychology', 'Science', 'Nonfiction', 'Philosophy', 'Sociology', 'Biology', 'Politics']",2002
All the Beautiful Lies,Peter Swanson,84716.0,46.75,8.98,3.19,1.04,2.15,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']",2018
Hero of the Fallen,W. Sherry,69761.0,52.19,7.8,2.47,1.11,1.37,['Fantasy'],2020
Path of the Dead,Mark Edward Langley,54054.0,66.74,5.87,2.56,0.84,1.72,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Crime']",2018
Even the Darkest Night,Javier Cercas,101430.0,36.89,7.85,2.59,0.72,1.87,"['Fiction', 'Thriller', 'Crime', 'Mystery', 'Spain', 'Spanish Literature', 'Mystery Thriller']",2019
Everyone’s Reading Bastard,Nick Hornby,7613.0,21.45,10.8,3.6,1.37,2.23,"['Fiction', 'Short Stories', 'Contemporary', 'British Literature', 'Humor', 'Marriage', 'Adult Fiction']",2012
Frozen Secrets,Myles Christensen,76787.0,46.35,6.9,2.89,1.29,1.6,"['Science Fiction', 'Middle Grade']",2020
The Daily Stoic,Ryan Holiday,79593.0,18.68,9.44,3.27,1.26,2.0,"['Philosophy', 'Nonfiction', 'Self Help', 'Personal Development', 'Psychology', 'Spirituality', 'Business']",2016
Dead Wrong,Noelle Holten,81337.0,35.5,9.34,2.66,0.88,1.79,"['Crime', 'Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Detective']",2020
